"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"XTIMVA01","Imports in goods (value)","HUN","Hungary","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-12","Dec-2020","USD","US Dollar","9","Billions",,,10.44235,,
"XTIMVA01","Imports in goods (value)","HUN","Hungary","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2021-01","Jan-21","USD","US Dollar","9","Billions",,,10.3593,,
"XTIMVA01","Imports in goods (value)","HUN","Hungary","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2021-02","Feb-21","USD","US Dollar","9","Billions",,,10.94355,,
"XTEXVA01","Exports in goods (value)","AUT","Austria","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-07","Jul-2019","USD","US Dollar","9","Billions",,,14.76505,,
"XTEXVA01","Exports in goods (value)","AUT","Austria","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-08","Aug-2019","USD","US Dollar","9","Billions",,,14.62741,,
"XTEXVA01","Exports in goods (value)","AUT","Austria","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-09","Sep-2019","USD","US Dollar","9","Billions",,,14.48093,,
"XTEXVA01","Exports in goods (value)","AUT","Austria","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-10","Oct-2019","USD","US Dollar","9","Billions",,,14.7693,,
"XTEXVA01","Exports in goods (value)","AUT","Austria","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-11","Nov-2019","USD","US Dollar","9","Billions",,,14.35495,,
"XTEXVA01","Exports in goods (value)","AUT","Austria","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-12","Dec-2019","USD","US Dollar","9","Billions",,,14.40153,,
"XTEXVA01","Exports in goods (value)","AUT","Austria","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-01","Jan-2020","USD","US Dollar","9","Billions",,,14.74478,,
"XTEXVA01","Exports in goods (value)","AUT","Austria","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-02","Feb-2020","USD","US Dollar","9","Billions",,,14.2014,,
"XTEXVA01","Exports in goods (value)","AUT","Austria","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-03","Mar-2020","USD","US Dollar","9","Billions",,,13.8939,,
"XTEXVA01","Exports in goods (value)","AUT","Austria","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-04","Apr-2020","USD","US Dollar","9","Billions",,,10.99123,,
"XTEXVA01","Exports in goods (value)","AUT","Austria","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-05","May-2020","USD","US Dollar","9","Billions",,,11.66745,,
"XTEXVA01","Exports in goods (value)","AUT","Austria","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-06","Jun-2020","USD","US Dollar","9","Billions",,,13.3213,,
"XTEXVA01","Exports in goods (value)","AUT","Austria","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-07","Jul-2020","USD","US Dollar","9","Billions",,,14.18595,,
"XTEXVA01","Exports in goods (value)","AUT","Austria","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-08","Aug-2020","USD","US Dollar","9","Billions",,,14.57613,,
"XTEXVA01","Exports in goods (value)","AUT","Austria","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-09","Sep-2020","USD","US Dollar","9","Billions",,,14.71094,,
"XTEXVA01","Exports in goods (value)","AUT","Austria","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-10","Oct-2020","USD","US Dollar","9","Billions",,,15.02949,,
"XTEXVA01","Exports in goods (value)","AUT","Austria","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-11","Nov-2020","USD","US Dollar","9","Billions",,,15.05657,,
"XTEXVA01","Exports in goods (value)","AUT","Austria","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-12","Dec-2020","USD","US Dollar","9","Billions",,,15.37432,,
"XTEXVA01","Exports in goods (value)","AUT","Austria","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2021-01","Jan-21","USD","US Dollar","9","Billions",,,16.08509,,
"XTEXVA01","Exports in goods (value)","AUT","Austria","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2021-02","Feb-21","USD","US Dollar","9","Billions",,,16.10015,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-07","Jul-2019","USD","US Dollar","9","Billions",,,7.151015,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-08","Aug-2019","USD","US Dollar","9","Billions",,,6.894956,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-09","Sep-2019","USD","US Dollar","9","Billions",,,7.247762,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-10","Oct-2019","USD","US Dollar","9","Billions",,,6.613617,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-11","Nov-2019","USD","US Dollar","9","Billions",,,6.670838,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-12","Dec-2019","USD","US Dollar","9","Billions",,,7.176321,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-01","Jan-2020","USD","US Dollar","9","Billions",,,7.068318,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-02","Feb-2020","USD","US Dollar","9","Billions",,,6.928322,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-03","Mar-2020","USD","US Dollar","9","Billions",,,6.039997,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-04","Apr-2020","USD","US Dollar","9","Billions",,,5.624063,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-05","May-2020","USD","US Dollar","9","Billions",,,5.968759,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-06","Jun-2020","USD","US Dollar","9","Billions",,,6.501694,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-07","Jul-2020","USD","US Dollar","9","Billions",,,6.69041,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-08","Aug-2020","USD","US Dollar","9","Billions",,,7.496571,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-09","Sep-2020","USD","US Dollar","9","Billions",,,6.964592,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-10","Oct-2020","USD","US Dollar","9","Billions",,,6.933095,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-11","Nov-2020","USD","US Dollar","9","Billions",,,7.582662,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-12","Dec-2020","USD","US Dollar","9","Billions",,,7.361561,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2021-01","Jan-21","USD","US Dollar","9","Billions",,,7.406604,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2021-02","Feb-21","USD","US Dollar","9","Billions",,,7.453168,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2021-03","Mar-21","USD","US Dollar","9","Billions",,,7.589583,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,150.8338,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,148.4583,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,138.0127,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","USD","US Dollar","9","Billions",,,106.4132,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","USD","US Dollar","9","Billions",,,136.007,,
"XTIMVA01","Imports in goods (value)","GBR","United Kingdom","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2020-Q4","Q4-2020","USD","US Dollar","9","Billions",,,158.1121,,
"XTEXVA01","Exports in goods (value)","IDN","Indonesia","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,41.80806,,
"XTEXVA01","Exports in goods (value)","IDN","Indonesia","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,40.90083,,
"XTEXVA01","Exports in goods (value)","IDN","Indonesia","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,40.9306,,
"XTEXVA01","Exports in goods (value)","IDN","Indonesia","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","USD","US Dollar","9","Billions",,,38.86113,,
"XTEXVA01","Exports in goods (value)","IDN","Indonesia","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","USD","US Dollar","9","Billions",,,41.2494,,
"XTEXVA01","Exports in goods (value)","IDN","Indonesia","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2020-Q4","Q4-2020","USD","US Dollar","9","Billions",,,43.83865,,
"XTEXVA01","Exports in goods (value)","IDN","Indonesia","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","9","Billions",,,46.8796,,
"XTNTVA01","Net trade in goods (value)","LVA","Latvia","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,-0.7217125,,
"XTNTVA01","Net trade in goods (value)","LVA","Latvia","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,-0.734271,,
"XTNTVA01","Net trade in goods (value)","LVA","Latvia","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,-0.6816159,,
"XTNTVA01","Net trade in goods (value)","LVA","Latvia","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","USD","US Dollar","9","Billions",,,-0.4359929,,
"XTNTVA01","Net trade in goods (value)","LVA","Latvia","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","USD","US Dollar","9","Billions",,,-0.5582443,,
"XTNTVA01","Net trade in goods (value)","LVA","Latvia","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2020-Q4","Q4-2020","USD","US Dollar","9","Billions",,,-0.4939974,,
"XTEXVA01","Exports in goods (value)","IRL","Ireland","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,41.8951,,
"XTEXVA01","Exports in goods (value)","IRL","Ireland","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,42.9011,,
"XTEXVA01","Exports in goods (value)","IRL","Ireland","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,46.45408,,
"XTEXVA01","Exports in goods (value)","IRL","Ireland","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","USD","US Dollar","9","Billions",,,40.13966,,
"XTEXVA01","Exports in goods (value)","IRL","Ireland","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","USD","US Dollar","9","Billions",,,46.78921,,
"XTEXVA01","Exports in goods (value)","IRL","Ireland","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2020-Q4","Q4-2020","USD","US Dollar","9","Billions",,,45.249,,
"XTEXVA01","Exports in goods (value)","EA19","Euro area (19 countries)","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,651.5753,,
"XTEXVA01","Exports in goods (value)","EA19","Euro area (19 countries)","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,655.6126,,
"XTEXVA01","Exports in goods (value)","EA19","Euro area (19 countries)","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,636.8189,,
"XTEXVA01","Exports in goods (value)","EA19","Euro area (19 countries)","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","USD","US Dollar","9","Billions",,,492.8992,,
"XTEXVA01","Exports in goods (value)","EA19","Euro area (19 countries)","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","USD","US Dollar","9","Billions",,,621.379,,
"XTEXVA01","Exports in goods (value)","EA19","Euro area (19 countries)","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2020-Q4","Q4-2020","USD","US Dollar","9","Billions",,,675.4044,,
"XTIMVA01","Imports in goods (value)","ESP","Spain","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,92.8707,,
"XTIMVA01","Imports in goods (value)","ESP","Spain","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,91.10606,,
"XTIMVA01","Imports in goods (value)","ESP","Spain","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,87.90791,,
"XTIMVA01","Imports in goods (value)","ESP","Spain","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","USD","US Dollar","9","Billions",,,62.89617,,
"XTIMVA01","Imports in goods (value)","ESP","Spain","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","USD","US Dollar","9","Billions",,,83.15922,,
"XTIMVA01","Imports in goods (value)","ESP","Spain","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2020-Q4","Q4-2020","USD","US Dollar","9","Billions",,,89.62046,,
"XTEXVA01","Exports in goods (value)","DNK","Denmark","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,27.85468,,
"XTEXVA01","Exports in goods (value)","DNK","Denmark","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,27.69969,,
"XTEXVA01","Exports in goods (value)","DNK","Denmark","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,27.0052,,
"XTEXVA01","Exports in goods (value)","DNK","Denmark","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","USD","US Dollar","9","Billions",,,24.78552,,
"XTEXVA01","Exports in goods (value)","DNK","Denmark","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","USD","US Dollar","9","Billions",,,27.25375,,
"XTEXVA01","Exports in goods (value)","DNK","Denmark","CXMLSA","US-Dollar converted, Seasonally adjusted","Q","Quarterly","2020-Q4","Q4-2020","USD","US Dollar","9","Billions",,,28.16327,,
"XTEXVA01","Exports in goods (value)","CZE","Czech Republic","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-07","Jul-2019","USD","US Dollar","9","Billions",,,17.14481,,
"XTEXVA01","Exports in goods (value)","CZE","Czech Republic","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-08","Aug-2019","USD","US Dollar","9","Billions",,,16.56639,,
"XTEXVA01","Exports in goods (value)","CZE","Czech Republic","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-09","Sep-2019","USD","US Dollar","9","Billions",,,16.76962,,
"XTEXVA01","Exports in goods (value)","CZE","Czech Republic","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-10","Oct-2019","USD","US Dollar","9","Billions",,,15.94563,,
"XTEXVA01","Exports in goods (value)","CZE","Czech Republic","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-11","Nov-2019","USD","US Dollar","9","Billions",,,16.08988,,
"XTEXVA01","Exports in goods (value)","CZE","Czech Republic","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2019-12","Dec-2019","USD","US Dollar","9","Billions",,,15.70682,,
"XTEXVA01","Exports in goods (value)","CZE","Czech Republic","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-01","Jan-2020","USD","US Dollar","9","Billions",,,16.18635,,
"XTEXVA01","Exports in goods (value)","CZE","Czech Republic","CXMLSA","US-Dollar converted, Seasonally adjusted","M","Monthly","2020-02","Feb-2020","USD","US Dollar","9","Billions",,,16.32066,,
